timestamp_ms,eeg_value,alpha_power,beta_power,theta_power,alpha_beta_ratio,signal_variance,attention_index
1159014,0.0,173.77498734145874,669.1064438797896,314.1826788093256,0.25971202180303443,1335.2096440000005,1.3712387137735624
1159018,0.0,174.3860514571673,674.0750448421937,313.9166832894735,0.2587042092590632,1335.2096440000005,1.380444948381248
1159022,0.0,174.9289725982884,678.7318374082763,313.48560325136737,0.257729139782585,1335.2096440000007,1.3896633507259226
1159026,0.0,175.40147209669274,683.0646928204973,312.8890496474704,0.25678603204101863,1335.2096440000007,1.3988899251652789
1159030,0.0,175.8014491911054,687.0622427276953,312.1269320592738,0.255874123562894,1335.2096440000005,1.408121084407693
1159034,0.0,176.1269720712217,690.7139207218911,311.1994550736229,0.25499264860210835,1335.2096440000005,1.4173537096095987
1159038,0.0,176.37627817587736,694.0099929141559,310.1071166587921,0.25414083367196394,1335.2096440000007,1.4265851596505752
1159042,0.0,176.5477911466906,696.9415706227944,308.8507120864399,0.2533179230346751,1335.2096440000007,1.4358131814268273
1159046,0.0,176.64012521340737,699.5006323580906,307.43133312182806,0.25252318159875686,1335.2096440000005,1.445035890607348
1159050,0.0,176.65208866648985,701.6800432439832,305.85036663579297,0.2517558969609538,1335.2096440000005,1.4542517537037944
1159054,0.0,176.58268815546535,703.4735739226053,304.10949223934887,0.2510153823843461,1335.2096440000007,1.4634595717395509
1159058,0.0,176.43113179531656,704.8759160086045,302.21067958740537,0.25030097892174663,1335.2096440000007,1.472658463538045
1159062,0.0,176.1968309630874,705.8826945670842,300.1561851554777,0.24961205639295125,1335.2096440000005,1.4818478506485218
1159066,0.0,175.87940229042152,706.4904792535027,297.94854819987347,0.24894801480730575,1335.2096440000007,1.4910274436774613
1159070,0.0,175.47866919566553,706.6967925949616,295.59058613058755,0.24830828586516582,1335.2096440000007,1.500197228123751
1159074,0.0,174.99466243873042,706.5001195043278,293.08538890495174,0.24769233239692107,1335.2096440000005,1.5093574613292613
1159078,0.0,174.42761848013322,705.8999140758942,290.43631509440024,0.24709964543412563,1335.2096440000005,1.5185086679653237
1159082,0.0,173.77796773103557,704.8965367338415,287.6469834165391,0.24652975106990996,1335.2096440000007,1.5276515356464702
1159086,0.0,173.04629896267508,703.4910862580639,284.7212360055594,0.24598221973660653,1335.2096440000007,1.5367867552470578
1159090,0.0,172.23332417614347,701.6852866282529,281.66310025462576,0.24545665622228055,1335.2096440000005,1.5459149870200461
1159094,0.0,171.3398622035409,699.481460667463,278.47677220886624,0.2449526854365004,1335.2096440000005,1.5550368874778382
1159098,0.0,170.3668371251822,696.88251487277,275.1666077319461,0.2444699551061144,1335.2096440000007,1.564153087389635
1159102,0.0,169.31527670653028,693.8919316172536,271.7371138284594,0.2440081358373879,1335.2096440000007,1.573264185695285
1159106,0.0,168.18630902693923,690.5137614478724,268.1929388560169,0.2435669184554489,1335.2096440000005,1.5823707548318349
1159110,0.0,166.98116043703664,686.7526149809845,264.53886335803537,0.2431460132724215,1335.2096440000005,1.5914733396373018
1159114,0.0,165.70115350392496,682.6136539199167,260.7797908104779,0.24274514954745513,1335.209644,1.6005724556268093
1159118,0.0,164.34770477718104,678.1025809687193,256.92073815787165,0.24236407497874182,1335.2096440000003,1.6096685871711363
1159122,0.0,162.92232238046222,673.225628664986,252.9668261599851,0.24200255522585948,1335.209644,1.618762185570103
1159126,0.0,161.42660343391668,667.9895471570954,248.92326957095798,0.2416603734608334,1335.209644,1.6278536670128483
1159130,0.0,159.86223127679847,662.4015909491015,244.79536721656422,0.24133732989340323,1335.209644,1.636943410375681
1159134,0.0,158.23097259603048,656.4695046607095,240.58849186550543,0.2410332414112835,1335.209644,1.646031754997231
1159138,0.0,156.5346744157967,650.2015078172246,236.30807999424695,0.24074794126715482,1335.209644,1.655118998283559
1159142,0.0,154.7752608704746,643.6062786990722,231.95962156160073,0.24048127868379934,1335.209644,1.6642053930780536
1159146,0.0,152.95472987177396,636.6929373033583,227.54864968748325,0.24023311852585738,1335.209644,1.673291144923754
1159150,0.0,151.07514964528804,629.4710274500801,223.08073030044125,0.24000334099136753,1335.209644,1.6823764091560114
1159154,0.0,149.13865514398807,621.9504980736431,218.5614517770913,0.23979184132163692,1335.209644,1.6914612878142918
1159158,0.0,147.14744434646155,614.1416837421756,213.99641459659802,0.23959852952797764,1335.209644,1.7005458263612883
1159162,0.0,145.1037744479412,606.0552844488625,209.39122103323496,0.23942333013381176,1335.209644,1.709630010196898
1159166,0.0,143.0099579524087,597.7023447211659,204.75146490994223,0.23926618193061344,1335.209644,1.7187137609539613
1159170,0.0,140.86835867426396,589.0942320953134,200.0827214356077,0.2391270377460969,1335.209644,1.7277969325619398
1159174,0.0,138.6813876582454,580.2426150048486,195.39053714855874,0.2390058642229967,1335.209644,1.736879307063972
1159178,0.0,136.4514990264583,571.1594401333384,190.68041998845834,0.23890264160669986,1335.209644,1.7459605901719848
1159182,0.0,134.18118576151926,561.8569092825044,185.95782951845598,0.23881736353989075,1335.209644,1.7550404065436889
1159186,0.0,131.87297543495276,552.3474558081009,181.22816731904436,0.2387500368622476,1335.209644,1.7641182947644518
1159190,0.0,129.52942589008788,542.643720676799,176.49676757462908,0.23870068141309272,1335.209644,1.7731937020161284
1159194,0.0,127.15312088878662,532.7585281981335,171.76888787332012,0.23866932983473185,1335.2096440000003,1.7822659784139767
1159198,0.0,124.74666573140216,522.7048614862525,167.04970023991086,0.238656027374031,1335.209644,1.7913343709918104
1159202,0.0,122.31268285940817,512.4958377067576,162.3442824214186,0.23866083167956118,1335.209644,1.8003980173144882
1159206,0.0,119.8538074501605,502.14468316433283,157.65760944392423,0.23868381259139393,1335.209644,1.8094559386957616
1159210,0.0,117.37268298275467,491.66470829226637,152.99454543353087,0.23872505185583376,1335.2096440000003,1.8185070333921576
1159214,0.0,114.87195687115312,481.0692825869695,148.35983579250194,0.23878464293838203,1335.209644,1.8275500686731512
1159218,0.0,112.35427612480886,470.3718095485274,143.75809970172344,0.23886269084163192,1335.2096440000003,1.836583672280373
1159222,0.0,109.82229117802487,459.58569528179623,139.1938334546498,0.23895933295027172,1335.209644,1.8456061594972133
1159226,0.0,107.27864191086339,448.7243299680763,134.67139222232998,0.23907471635980945,1335.2096440000003,1.8546156842715638
1159230,0.0,104.72594597030744,437.8010696696025,130.1949734696402,0.23920897692036588,1335.209644,1.8636103964249398
1159234,0.0,102.16680352786454,426.8292055074049,125.76862184746133,0.2393622606175952,1335.2096440000003,1.8725882689449689
1159238,0.0,99.60379315360952,415.8219394869859,121.39622350834387,0.23953472314735053,1335.209644,1.881547087127552
1159242,0.0,97.03949012234779,404.7923889890849,117.08154354107727,0.23972656789494237,1335.2096440000003,1.890483994836726
1159246,0.0,94.476436925092,393.7535329044161,112.8281741557511,0.239938004436969,1335.209644,1.8993959128649922
1159250,0.0,91.91711867695113,382.71816131915097,108.6394896414883,0.24016921057556215,1335.2096440000003,1.9082799745157208
1159254,0.0,89.36398330751123,371.6988823646022,104.5186872221337,0.2404203712935931,1335.209644,1.9171330755454796
1159258,0.0,86.81943790140195,360.70810025297055,100.46878351886801,0.24069167795376387,1335.2096440000003,1.925951859607866
1159262,0.0,84.28583837490608,349.7579699807153,96.49270101879783,0.24098332449594606,1335.209644,1.934731684518549
1159266,0.0,81.76549399777204,338.8604037338012,92.59316595067418,0.24129551017711887,1335.2096440000003,1.94346757362397
1159270,0.0,79.26067025073849,328.0270731266769,88.77262153547807,0.24162844089435795,1335.209644,1.9521552407118237
1159274,0.0,76.77357828318429,317.2693643123105,85.03332083875677,0.24198232454492732,1335.2096440000003,1.960790078007858
1159278,0.0,74.30637188922323,306.5983594140831,81.37732552979031,0.24235736952808393,1335.209644,1.9693671368783368
1159282,0.0,71.86112924631868,296.0248077133146,77.80653425093595,0.24275374013894346,1335.2096440000003,1.9778808516033508
1159286,0.0,69.43986910737601,285.55912083919236,74.32264946956784,0.24317160279562516,1335.2096440000003,1.9863252374785825
1159290,0.0,67.04456167988323,275.2113672485069,70.9271503651465,0.2436111645757138,1335.2096440000003,1.9946941382012586
1159294,0.0,64.67710900148003,264.9912455133806,67.6213244384304,0.24407262540382377,1335.2096440000003,2.0029809622103945
1159298,0.0,62.339342688003015,254.90807013058327,64.40626856159075,0.24455617531476376,1335.2096440000003,2.011178656256799
1159302,0.0,60.03303383020994,244.97076493984315,61.282879215941506,0.24506203360614112,1335.2096440000003,2.0192797199438357
1159306,0.0,57.759879739756634,235.18784149584855,58.2518665112065,0.24559041561158335,1335.2096440000003,2.0272760911623626
1159310,0.0,55.52148975132589,225.56738281262588,55.31376740227764,0.24614148135702063,1335.2096440000003,2.0351590871924374
1159314,0.0,53.319395301933085,216.11704132669664,52.46893680820055,0.24671536762957996,1335.2096440000003,2.042919431405564
1159318,0.0,51.15504858766478,206.84402983317344,49.717550811211325,0.24731218314071246,1335.2096440000003,2.050547215153165
1159322,0.0,49.029838374090204,197.7551300125259,47.059565478491805,0.24793206816422222,1335.2096440000003,2.058032624053786
1159326,0.0,46.94506828620034,188.85666805892208,44.49477131050658,0.24857511661464754,1335.2096440000003,2.065365237149413
1159330,0.0,44.901941100617265,180.15449264712976,42.02283939510659,0.2492413063967664,1335.2096440000003,2.072533166574508
1159334,0.0,42.901577089698506,171.65398719560605,39.643278460762446,0.24993055967182734,1335.2096440000003,2.0795237204231047
1159338,0.0,40.94501361276488,163.36006628271224,37.355439943134215,0.25064273383621866,1335.2096440000003,2.0863233452379086
1159342,0.0,39.03317673413247,155.27717172162173,35.158433425056444,0.2513774323769271,1335.2096440000003,2.092920874685575
1159346,0.0,37.16690848614114,147.40927461512965,33.05123517760406,0.25213412509613176,1335.2096440000003,2.099304607392162
1159350,0.0,35.34699613806187,139.75987542092184,31.032777256389444,0.2529123328967312,1335.2096440000003,2.1054587288956554
1159354,0.0,33.57414497870025,132.33200233321259,29.101857236458823,0.2537114559346,1335.2096440000003,2.111366321156966
1159358,0.0,31.84897883340961,125.12821326387026,27.257144762408974,0.2545307569144819,1335.2096440000003,2.117009262906781
1159362,0.0,30.172017607331128,118.15057223104958,25.497159998920907,0.2553692042077306,1335.2096440000003,2.122369598206726
1159366,0.0,28.543704406351893,111.40068287593584,23.82031356788977,0.25622557842073823,1335.2096440000003,2.1274280518982867
1159370,0.0,26.964428056457706,104.8797190918961,22.224939668325057,0.25709859150968306,1335.2096440000005,2.1321623312286024
1159374,0.0,25.434499556954073,98.5884032816237,20.709272826507714,0.25798672775233916,1335.2096440000005,2.136548358590856
1159378,0.0,23.954153435665166,92.52701364451774,19.271455527744077,0.2588882153669774,1335.2096440000005,2.140560045834922
1159382,0.0,22.523557652924538,86.6954105449098,17.909545878121,0.25980103804061144,1335.2096440000005,2.1441690305611565
1159386,0.0,21.142806892858374,81.09302444607512,16.621525904736757,0.2607228801401756,1335.2096440000005,2.147344234396085
1159390,0.0,19.81191569531107,75.7188499671452,15.405309574182525,0.2616510380692201,1335.2096440000005,2.1500514943374616
1159394,0.0,18.53082870320949,70.57147683795762,14.258750678526958,0.2625824133701916,1335.2096440000005,2.1522531248147785
1159398,0.0,17.299422760583234,65.64910194471722,13.17965106341985,0.26351347159555955,1335.2096440000005,2.153907306038594
1159402,0.0,16.11754684480617,60.94954740955271,12.165795736086963,0.2644407961966268,1335.2096440000005,2.1549625925672835
1159406,0.0,14.98498162466895,56.47026889443474,11.214930030489185,0.2653605502159341,1335.2096440000005,2.1553609600800363
1159410,0.0,13.901406768661808,52.208364285610074,10.324743546340553,0.2662678089781369,1335.2096440000005,2.1550416162586816
1159414,0.0,12.866330807157416,48.16055313366053,9.4927435323534,0.2671549633462336,1334.0966239999996,2.153959964907664
1159418,0.0,11.878708721289806,44.323208432528936,8.715256014336955,0.2680020048497208,1251.4523999999994,2.152242506446998
1159422,0.0,10.937532531393245,40.692599315121214,7.988275118780672,0.2687843174306366,1220.4051960000002,2.1501115258685273
1159426,0.0,10.042422764876079,37.265287344426895,7.308244442648136,0.2694846459134561,1163.3352639999994,2.147772460329026
1159430,0.0,9.193057600987359,34.03722572393398,6.672474665339658,0.27008833432987667,1163.2624440000004,2.1453565507422643
1159434,0.0,8.388911758415642,31.003408743388384,6.079309923724541,0.2705803038578658,1163.2624440000004,2.1428622868556975
1159438,0.0,7.630380274039354,28.159295843696043,5.526118303661465,0.27097198439880554,1061.6826240000003,2.140333428157724
1159442,0.0,6.918362467407802,25.500169963979822,5.009847233940988,0.2713065237282854,1015.0199040000002,2.137803447846237
1159446,0.0,6.253021143455586,23.02018618976912,4.528268345856681,0.27163208376805487,990.8157560000001,2.13519765677305
1159450,0.0,5.633475288178647,20.71317485373237,4.079841443533503,0.2719754614133204,990.8157560000001,2.132451076536677
1159454,0.0,5.058120367951176,18.572922354378417,3.6634011230559165,0.2723384221093653,990.8157560000002,2.129550473960168
1159458,0.0,4.5253093735772065,16.593061651750883,3.2777515201930623,0.27272298919589083,990.8157560000001,2.1264808452946253
1159462,0.0,4.033342740072686,14.76709946592936,2.9216743008477835,0.2731303293093143,990.8157560000001,2.123229498334269
1159466,0.0,3.5804937087692053,13.088432690458694,2.5939283457457147,0.27356168560803623,990.8157560000001,2.119782297859886
1159470,0.0,3.1650280655291207,11.55036663311034,2.293250651789675,0.27401970569975115,990.8157560000002,2.1161184899450487
1159474,0.0,2.78519226281926,10.146143104687555,2.018364793052963,0.2745074886172748,990.8157560000002,2.1122141101811316
1159478,0.0,2.4392193033325777,8.868963002931352,1.7679852009991877,0.2750286930418327,990.8157560000002,2.1080413100334203
1159482,0.0,2.125344743738984,7.71201926505929,1.5408137546915115,0.27558861961979864,990.8157560000002,2.103568944111911
1159486,0.0,1.8417994451486526,6.668505893768394,1.3355539079474217,0.2761937193262111,990.8157560000003,2.098760526118365
1159490,0.0,1.5868069390259598,5.731631383061902,1.1509213309438329,0.2768508358222907,990.8157560000002,2.093571284031727
1159494,0.0,1.3586008693386968,4.8946526506137165,0.9856392463848475,0.277568392757829,990.8157560000002,2.0879476167292603
1159498,0.0,1.1554306818822073,4.150896703765128,0.8384425423815074,0.27835688631667416,990.815756,2.0818247476457277
1159502,0.0,0.9755859632606942,3.493760975394053,0.7080676602361623,0.27923660780791115,990.8157560000001,2.0751055036083987
1159506,0.0,0.8173767309584934,2.9167623984456315,0.5932755510979962,0.28023425267484275,990.815756,2.067667821389459
1159510,0.0,0.679123916225097,2.413574536302143,0.4928668749124977,0.2813768151803542,990.8157560000001,2.0593783630168647
1159514,0.0,0.5591868162910991,1.9780226774489844,0.40566906319458307,0.2826999016069275,990.815756,2.0500684811444483
1159518,0.0,0.45596823588765634,1.6041031605090723,0.33053999586767036,0.2842511922630661,990.8157560000001,2.039522354911263
1159522,0.0,0.3679196954677146,1.2860048014576324,0.2663666393992201,0.2860951180358682,990.815756,2.0274798671920817
1159526,0.0,0.2935460444289799,1.0181229896385617,0.21207550432009784,0.288320809387862,990.8157560000001,2.013602819252073
1159530,0.0,0.2314124482418814,0.7950742385637499,0.16664288482836348,0.2910576610555424,990.8291000000005,1.997391254728369
1159534,0.0,0.18014498737841278,0.6117173976429151,0.12908715694592154,0.29449054101216016,990.8291000000005,1.978175395718012
1159538,0.0,0.13843322592350057,0.46317006296343294,0.09846948886316946,0.29888206728600636,990.8291000000006,1.9550983545383154
1159542,0.0,0.10504652697349248,0.3448141786180844,0.07390404409754142,0.30464677350127717,990.7419000000006,1.9268575098522727
1159546,0.0,0.0788232226102179,0.25232374849177575,0.054555931926765215,0.3123892343918118,990.7419000000003,1.8917638037509725
1159550,0.0,0.058669221699492555,0.18168259221497268,0.03964164350394651,0.322921535763169,990.7419000000004,1.848023042173115
1159554,0.0,0.04357346090302242,0.1291852480794931,0.028435515090851203,0.33729440126329163,990.7419000000003,1.7939909893940773
1159558,0.0,0.03261097869165626,0.09144823436241017,0.020271935000897495,0.35660588658736325,990.7419000000006,1.729225921024949
1159562,0.0,0.02494527102743012,0.06541983419583518,0.014547440861355988,0.3813105204876568,990.7419000000003,1.6564620307166054
1159566,0.0,0.01983166992685539,0.04839047220477223,0.01072230012723787,0.40982592281667396,990.7419000000004,1.5837185282493724
1159570,0.0,0.0166197294412777,0.0380007695883153,0.0083222113400621,0.4373524436828256,990.7419000000003,1.5235079905551578
1159574,0.0,0.014754503036045415,0.032247768658787146,0.006939919980302927,0.45753562648512064,990.7419000000006,1.4863857982620206
1159578,0.0,0.013778219445350171,0.02949097972602144,0.006236448376968311,0.4672011433107095,990.7419000000003,1.4733947419499789
1159582,0.0,0.013331701538252447,0.02845674165894088,0.005942156898920147,0.46849009271810754,990.7419000000004,1.4763657928641662
1159586,0.0,0.013155011839295731,0.028244996769018406,0.005857231521020851,0.4657466222026729,989.5844639999993,1.4855433254470325
1159590,0.0,0.013086106117334283,0.028334535234281755,0.00585423625749175,0.4618429774525292,733.8347040000002,1.4959095650971248
1159594,0.0,0.013049581394190787,0.02851978409563309,0.005876507888161835,0.45756241879085335,71.34407599999999,1.5068235622592312
1159598,0.0,0.013021785847229708,0.028743666440463597,0.005908650414968107,0.45303148344702554,51.257600000000004,1.5183035265981792
1159602,0.0,0.012996590185031917,0.028986469977069808,0.00594594645529958,0.448367469212811,24.14308399999998,1.5301509178257942
1159606,0.0,0.012970089699503327,0.029242701806752945,0.005985647003642248,0.44353253626202815,1.3901760000000003,1.5426020978547732
1159610,0.0,0.012940319395314887,0.029510309859935597,0.006026344614462277,0.4385016442298762,1.1990560000000003,1.555822047708356
1159614,0.0,0.01290718315922736,0.029788445389861855,0.006067793619125105,0.4332949568298105,1.1990560000000003,1.5697977362537725
1159618,0.0,0.01287076590021475,0.0300764785624005,0.006109891988804585,0.4279346025669666,1.1990560000000003,1.5845021935517754
1159622,0.0,0.012831161913457737,0.0303737537215515,0.006152535977255524,0.42244241627446494,1.1990560000000001,1.599907140814151
1159626,0.0,0.012788474649225098,0.030679590945943927,0.0061956203721495115,0.41683980310421415,1.1990560000000003,1.615983007269804
1159630,0.0,0.012742816458809491,0.030993287664996046,0.0062390387500340745,0.4111476199797056,1.1990560000000003,1.6326989446011875
1159634,0.0,0.012694308318132543,0.03131412033085776,0.006282683734299875,0.40538607452508374,1.1990560000000003,1.6500228393153011
1159638,0.0,0.012643079529688454,0.031641346142119574,0.0063264472555337285,0.39957464113255725,1.1990560000000003,1.6679213234483192
1159642,0.0,0.012589231231138392,0.031974200279564095,0.006370264352658811,0.39373091808599947,1.1990560000000003,1.6863588896319683
1159646,0.0,0.01253286351615623,0.0323119059794663,0.006414073964398728,0.38787137855998544,1.1990560000000003,1.705299376917721
1159650,0.0,0.012474114963445868,0.03265367994269208,0.0064577735286127326,0.38201253228849585,1.1990560000000003,1.7247067163781515
1159654,0.0,0.012413130263378374,0.0329987281036055,0.006501260706096119,0.37616996098774164,1.1990560000000003,1.7445438033429275
1159658,0.0,0.012350059867516756,0.03334624752539461,0.0065444336253552265,0.3703583096752236,1.1990560000000003,1.7647725124498037
1159662,0.0,0.012285059624036181,0.03369542831736094,0.00658719112628226,0.36459128841839156,1.1990560000000003,1.7853537137364857
1159666,0.0,0.01221829039991925,0.03404545556956423,0.006629433002143717,0.3588816831942202,1.1990560000000003,1.806247290245556
1159670,0.0,0.012149917690837762,0.034395511300171426,0.006671060239300714,0.3532413745736993,1.1990560000000003,1.8274121576296192
1159674,0.0,0.012080111219662524,0.0347447764108282,0.006711975254084561,0.3476813630004469,1.1990560000000003,1.8488062862566381
1159678,0.0,0.012009044524570064,0.035092432645351355,0.006752082126257979,0.34221179950489655,1.1990560000000003,1.870386726325749
1159682,0.0,0.011936894537740331,0.03543766454703267,0.006791286828500562,0.33684202077983305,1.1990560000000003,1.892109636511321
1159686,0.0,0.011863841155662252,0.035779661409846744,0.0068294974513664645,0.33158058763511,1.1990560000000003,1.9139303166571653
1159690,0.0,0.011790066802084428,0.03611761921887044,0.006866624423173478,0.32643532594541697,1.1990560000000003,1.935803245043315
1159694,0.0,0.01171575598466616,0.03645074257524711,0.006902580724294564,0.32141336930189374,1.1990560000000003,1.957682120744122
1159698,0.0,0.011641094846399008,0.036778246601065004,0.006937282095336491,0.3165212026736998,1.1990560000000003,1.9795199115880333
1159702,0.0,0.011566270712882201,0.037099358819568024,0.006970647238705085,0.31176470647739557,1.1990560000000003,2.0012689082158457
1159706,0.0,0.011491471636544941,0.03741332100617534,0.0070025980130721255,0.30714920053871164,1.1990560000000003,2.0228807847149666
1159710,0.0,0.011416885938916554,0.03771939100585689,0.0070330596202764755,0.30267948751197477,1.1990560000000003,2.0443066662815834
1159714,0.0,0.011342701752049817,0.038016844512491786,0.007061960784209817,0.29835989539644114,1.1990560000000003,2.065497204330331
1159718,0.0,0.011269106560205256,0.0383049768059284,0.007089233921256899,0.29419431885574604,1.1990560000000003,2.0864026594313563
1159722,0.0,0.011196256245529978,0.03858310955518969,0.007114790063233897,0.2901854302208259,1.1990560000000003,2.106979684554663
1159726,0.0,0.011124300375303774,0.038850589650262335,0.007138542258984526,0.2863354321117404,1.1990560000000003,2.1271859612568464
1159730,0.0,0.011053414566192316,0.0391067849330789,0.0071604320250751655,0.2826469776307964,1.1990560000000003,2.146973060526756
1159734,0.0,0.010983701997821237,0.03935095173583791,0.007180523731124064,0.27912163526703476,1.1990560000000003,2.166279259229589
1159738,0.0,0.010915270077232374,0.039582392935438145,0.007198861278424971,0.27576074278874446,1.1990560000000003,2.185045869020242
1159742,0.0,0.010848296937928728,0.039800586341685894,0.00721536328637223,0.2725662593208221,1.1990560000000003,2.2032291694114075
1159746,0.0,0.010782957700293912,0.04000503800763611,0.007229954592573996,0.269539993893661,1.1990560000000003,2.2207856548449474
1159750,0.0,0.010719424041413562,0.04019528340045864,0.007242566455253167,0.2666836288879419,1.1990560000000003,2.237672140834089
1159754,0.0,0.010657886295178947,0.04037089844567271,0.0072532385738612445,0.26399923473393366,1.1990560000000003,2.2538307845012224
1159758,0.0,0.010598535014049185,0.040531452672402365,0.00726198570726066,0.26148914769259346,1.1990560000000001,2.269205030456671
1159762,0.0,0.01054153575544781,0.040676538816091325,0.007268699891393252,0.2591551804126869,1.1990560000000003,2.283757265504798
1159766,0.0,0.01048704711699451,0.040805796472763584,0.007273282756736069,0.25699895660642824,1.1990560000000001,2.297451641451483
